firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
George,Washington,38,26,0,3,316,2013-06-19,Modesto Misanthropes,30,Mobile Misfits,38
George,Washington,28,17,0,3,223,2013-06-26,Modesto Misanthropes,23,Boise Bearcats,38
Cal,Coolidge,34,20,0,2,228,2013-03-20,Fremont Firebugs,22,Montgomery Music,38
Steve,Cleveland,4,1,1,0,6,2013-03-20,Fremont Firebugs,22,Montgomery Music,38
Cal,Coolidge,18,12,0,1,155,2013-03-27,Fremont Firebugs,17,Spokane Stallions,3
Steve,Cleveland,8,4,1,1,32,2013-03-27,Fremont Firebugs,17,Spokane Stallions,3
Cal,Coolidge,17,11,0,2,130,2013-04-03,Fremont Firebugs,23,Richmond Roustabouts,44
Steve,Cleveland,11,5,1,1,40,2013-04-03,Fremont Firebugs,23,Richmond Roustabouts,44
Cal,Coolidge,25,15,0,2,213,2013-04-10,Fremont Firebugs,27,Yonkers Yellowjackets,24
Steve,Cleveland,10,4,1,1,27,2013-04-10,Fremont Firebugs,27,Yonkers Yellowjackets,24
Cal,Coolidge,29,21,0,3,313,2013-04-17,Fremont Firebugs,39,Shreveport Seamen,37
Steve,Cleveland,9,4,1,1,33,2013-04-17,Fremont Firebugs,39,Shreveport Seamen,37
Cal,Coolidge,33,19,0,3,249,2013-04-24,Fremont Firebugs,39,San Bernardino Stalkers,7
Steve,Cleveland,4,1,1,1,7,2013-04-24,Fremont Firebugs,39,San Bernardino Stalkers,7
Cal,Coolidge,35,20,0,2,257,2013-05-01,Fremont Firebugs,21,Tacoma Touchdown-Scorers,27
Cal,Coolidge,28,18,0,3,205,2013-05-08,Fremont Firebugs,40,Glendale Centers,17
Steve,Cleveland,3,1,1,1,8,2013-05-08,Fremont Firebugs,40,Glendale Centers,17
Cal,Coolidge,36,26,0,3,350,2013-05-15,Fremont Firebugs,30,Des Moines Desperadoes,17
Cal,Coolidge,29,17,0,2,244,2013-05-22,Fremont Firebugs,26,Augusta Autocrats,7
Cal,Coolidge,25,15,0,2,206,2013-05-29,Fremont Firebugs,24,Grand Rapids Gamers,24
Cal,Coolidge,34,25,0,4,394,2013-06-05,Fremont Firebugs,32,Huntington Beach Harriers,6
Cal,Coolidge,27,18,0,2,232,2013-06-12,Fremont Firebugs,14,Mobile Misfits,6
Steve,Cleveland,2,0,1,0,0,2013-06-12,Fremont Firebugs,14,Mobile Misfits,6
Cal,Coolidge,30,20,0,4,310,2013-06-19,Fremont Firebugs,38,Boise Bearcats,9
Cal,Coolidge,30,20,0,3,299,2013-06-26,Fremont Firebugs,21,Modesto Misanthropes,38
Tom,Jefferson,37,15,1,1,91,2013-03-20,Montgomery Music,17,Spokane Stallions,14
Tom,Jefferson,27,6,1,1,36,2013-03-27,Montgomery Music,17,Richmond Roustabouts,10
Tom,Jefferson,39,14,1,1,77,2013-04-03,Montgomery Music,13,Yonkers Yellowjackets,41
Tom,Jefferson,18,6,1,0,33,2013-04-10,Montgomery Music,0,Shreveport Seamen,28
Big Bill,Taft,6,2,1,0,9,2013-04-10,Montgomery Music,0,Shreveport Seamen,28
Tom,Jefferson,39,11,1,0,67,2013-04-17,Montgomery Music,0,San Bernardino Stalkers,7
Tom,Jefferson,16,4,1,0,23,2013-04-24,Montgomery Music,11,Tacoma Touchdown-Scorers,27
Big Bill,Taft,8,2,1,1,11,2013-04-24,Montgomery Music,11,Tacoma Touchdown-Scorers,27
Tom,Jefferson,31,10,1,0,62,2013-05-01,Montgomery Music,4,Glendale Centers,44
Big Bill,Taft,2,0,1,0,0,2013-05-01,Montgomery Music,4,Glendale Centers,44
Tom,Jefferson,27,9,1,0,53,2013-05-08,Montgomery Music,1,Des Moines Desperadoes,28
Tom,Jefferson,25,10,1,0,58,2013-05-15,Montgomery Music,5,Augusta Autocrats,10
Tom,Jefferson,36,13,1,1,79,2013-05-22,Montgomery Music,8,Grand Rapids Gamers,30
Tom,Jefferson,26,7,1,1,35,2013-05-29,Montgomery Music,8,Huntington Beach Harriers,34
Tom,Jefferson,25,9,1,0,47,2013-06-05,Montgomery Music,1,Mobile Misfits,0
Tom,Jefferson,25,7,1,0,39,2013-06-12,Montgomery Music,13,Boise Bearcats,24
Big Bill,Taft,9,2,1,1,9,2013-06-12,Montgomery Music,13,Boise Bearcats,24
Tom,Jefferson,35,10,1,0,55,2013-06-19,Montgomery Music,12,Modesto Misanthropes,16
Tom,Jefferson,35,8,1,1,38,2013-06-26,Montgomery Music,11,Fremont Firebugs,9
Jack,Kennedy,23,11,0,2,131,2013-03-20,Spokane Stallions,24,Richmond Roustabouts,30
George,Bush,3,1,0,1,10,2013-03-20,Spokane Stallions,24,Richmond Roustabouts,30
Jack,Kennedy,27,14,0,2,165,2013-03-27,Spokane Stallions,24,Yonkers Yellowjackets,41
Jack,Kennedy,23,13,0,2,141,2013-04-03,Spokane Stallions,17,Shreveport Seamen,0
George,Bush,7,3,0,0,39,2013-04-03,Spokane Stallions,17,Shreveport Seamen,0
Jack,Kennedy,29,16,0,2,207,2013-04-10,Spokane Stallions,18,San Bernardino Stalkers,31
George,Bush,1,0,0,0,0,2013-04-10,Spokane Stallions,18,San Bernardino Stalkers,31
Jack,Kennedy,17,8,0,1,78,2013-04-17,Spokane Stallions,15,Tacoma Touchdown-Scorers,9
George,Bush,10,6,0,0,70,2013-04-17,Spokane Stallions,15,Tacoma Touchdown-Scorers,9
Jack,Kennedy,39,23,0,3,288,2013-04-24,Spokane Stallions,25,Glendale Centers,20
Jack,Kennedy,37,17,0,2,202,2013-05-01,Spokane Stallions,15,Des Moines Desperadoes,7
Jack,Kennedy,21,11,0,2,109,2013-05-08,Spokane Stallions,33,Augusta Autocrats,6
George,Bush,8,3,0,1,39,2013-05-08,Spokane Stallions,33,Augusta Autocrats,6
Jack,Kennedy,18,10,0,1,103,2013-05-15,Spokane Stallions,7,Grand Rapids Gamers,10
George,Bush,6,3,0,0,36,2013-05-15,Spokane Stallions,7,Grand Rapids Gamers,10
Jack,Kennedy,39,24,0,3,260,2013-05-22,Spokane Stallions,23,Huntington Beach Harriers,10
Jack,Kennedy,30,19,0,1,195,2013-05-29,Spokane Stallions,12,Mobile Misfits,35
Jack,Kennedy,25,16,0,2,186,2013-06-05,Spokane Stallions,15,Boise Bearcats,37
George,Bush,5,2,0,0,18,2013-06-05,Spokane Stallions,15,Boise Bearcats,37
Jack,Kennedy,31,16,0,2,176,2013-06-12,Spokane Stallions,21,Modesto Misanthropes,34
Jack,Kennedy,27,17,0,2,210,2013-06-19,Spokane Stallions,25,Fremont Firebugs,30
George,Bush,1,0,0,0,0,2013-06-19,Spokane Stallions,25,Fremont Firebugs,30
Jack,Kennedy,30,19,0,2,236,2013-06-26,Spokane Stallions,21,Montgomery Music,17
Dubya,Bush,23,9,0,0,72,2013-03-20,Richmond Roustabouts,22,Yonkers Yellowjackets,30
Barry,Obama,8,6,0,2,111,2013-03-20,Richmond Roustabouts,22,Yonkers Yellowjackets,30
Dubya,Bush,29,14,0,1,144,2013-03-27,Richmond Roustabouts,17,Shreveport Seamen,30
Barry,Obama,1,0,0,0,0,2013-03-27,Richmond Roustabouts,17,Shreveport Seamen,30
Dubya,Bush,28,16,0,1,128,2013-04-03,Richmond Roustabouts,14,San Bernardino Stalkers,37
Dubya,Bush,36,17,0,1,141,2013-04-10,Richmond Roustabouts,19,Tacoma Touchdown-Scorers,23
Dubya,Bush,37,18,0,1,152,2013-04-17,Richmond Roustabouts,14,Glendale Centers,10
Dubya,Bush,26,11,0,1,99,2013-04-24,Richmond Roustabouts,12,Des Moines Desperadoes,31
Dubya,Bush,28,11,0,0,110,2013-05-01,Richmond Roustabouts,3,Augusta Autocrats,21
Dubya,Bush,33,17,0,2,167,2013-05-08,Richmond Roustabouts,24,Grand Rapids Gamers,21
Dubya,Bush,37,19,0,1,193,2013-05-15,Richmond Roustabouts,13,Huntington Beach Harriers,16
Dubya,Bush,34,16,0,2,132,2013-05-22,Richmond Roustabouts,21,Mobile Misfits,28
Dubya,Bush,36,16,0,1,142,2013-05-29,Richmond Roustabouts,10,Boise Bearcats,9
Dubya,Bush,19,8,0,0,67,2013-06-05,Richmond Roustabouts,18,Modesto Misanthropes,13
Barry,Obama,12,9,0,2,142,2013-06-05,Richmond Roustabouts,18,Modesto Misanthropes,13
Dubya,Bush,35,14,0,1,126,2013-06-12,Richmond Roustabouts,18,Fremont Firebugs,24
Dubya,Bush,17,9,0,1,74,2013-06-19,Richmond Roustabouts,22,Montgomery Music,28
Barry,Obama,8,6,0,1,85,2013-06-19,Richmond Roustabouts,22,Montgomery Music,28
Dubya,Bush,28,11,0,1,101,2013-06-26,Richmond Roustabouts,19,Spokane Stallions,41
Zach,Taylor,27,12,0,0,94,2013-03-20,Yonkers Yellowjackets,5,Shreveport Seamen,44
Zach,Taylor,35,19,0,1,181,2013-03-27,Yonkers Yellowjackets,8,San Bernardino Stalkers,0
Zach,Taylor,23,9,0,0,89,2013-04-03,Yonkers Yellowjackets,0,Tacoma Touchdown-Scorers,23
Sam,Grant,1,0,0,0,0,2013-04-03,Yonkers Yellowjackets,0,Tacoma Touchdown-Scorers,23
Zach,Taylor,37,20,0,1,196,2013-04-10,Yonkers Yellowjackets,9,Glendale Centers,41
Zach,Taylor,32,16,0,1,144,2013-04-17,Yonkers Yellowjackets,8,Des Moines Desperadoes,7
Zach,Taylor,26,11,0,0,116,2013-04-24,Yonkers Yellowjackets,20,Augusta Autocrats,10
Sam,Grant,10,7,0,2,107,2013-04-24,Yonkers Yellowjackets,20,Augusta Autocrats,10
Zach,Taylor,31,14,0,1,148,2013-05-01,Yonkers Yellowjackets,17,Grand Rapids Gamers,16
Zach,Taylor,20,9,0,1,88,2013-05-08,Yonkers Yellowjackets,21,Huntington Beach Harriers,31
Sam,Grant,7,4,0,1,59,2013-05-08,Yonkers Yellowjackets,21,Huntington Beach Harriers,31
Zach,Taylor,19,8,0,1,75,2013-05-15,Yonkers Yellowjackets,17,Mobile Misfits,37
Sam,Grant,6,3,0,1,35,2013-05-15,Yonkers Yellowjackets,17,Mobile Misfits,37
Zach,Taylor,30,16,0,1,162,2013-05-22,Yonkers Yellowjackets,22,Boise Bearcats,24
Sam,Grant,2,1,0,1,14,2013-05-22,Yonkers Yellowjackets,22,Boise Bearcats,24
Zach,Taylor,36,17,0,1,182,2013-05-29,Yonkers Yellowjackets,7,Modesto Misanthropes,44
Zach,Taylor,27,15,0,2,158,2013-06-05,Yonkers Yellowjackets,24,Fremont Firebugs,13
Zach,Taylor,28,11,0,0,93,2013-06-12,Yonkers Yellowjackets,14,Montgomery Music,38
Sam,Grant,9,6,0,2,88,2013-06-12,Yonkers Yellowjackets,14,Montgomery Music,38
Zach,Taylor,32,16,0,1,131,2013-06-19,Yonkers Yellowjackets,18,Spokane Stallions,14
Zach,Taylor,31,13,0,2,133,2013-06-26,Yonkers Yellowjackets,20,Richmond Roustabouts,10
Martin,Van Buren,39,22,0,3,261,2013-03-20,Shreveport Seamen,25,San Bernardino Stalkers,16
Martin,Van Buren,32,21,0,3,310,2013-03-27,Shreveport Seamen,33,Tacoma Touchdown-Scorers,3
Martin,Van Buren,30,20,0,3,213,2013-04-03,Shreveport Seamen,31,Glendale Centers,31
Jimmy,Carter,4,2,0,1,18,2013-04-03,Shreveport Seamen,31,Glendale Centers,31
Martin,Van Buren,33,22,0,2,257,2013-04-10,Shreveport Seamen,20,Des Moines Desperadoes,17
Martin,Van Buren,26,17,0,3,250,2013-04-17,Shreveport Seamen,31,Augusta Autocrats,14
Jimmy,Carter,3,1,0,1,10,2013-04-17,Shreveport Seamen,31,Augusta Autocrats,14
Martin,Van Buren,31,17,0,2,226,2013-04-24,Shreveport Seamen,18,Grand Rapids Gamers,7
Jimmy,Carter,3,1,0,0,7,2013-04-24,Shreveport Seamen,18,Grand Rapids Gamers,7
Martin,Van Buren,29,15,0,2,214,2013-05-01,Shreveport Seamen,22,Huntington Beach Harriers,21
Martin,Van Buren,24,15,0,1,158,2013-05-08,Shreveport Seamen,23,Mobile Misfits,14
Jimmy,Carter,11,4,0,1,35,2013-05-08,Shreveport Seamen,23,Mobile Misfits,14
Martin,Van Buren,37,21,0,2,257,2013-05-15,Shreveport Seamen,23,Boise Bearcats,41
Martin,Van Buren,23,12,0,1,127,2013-05-22,Shreveport Seamen,17,Modesto Misanthropes,27
Jimmy,Carter,1,0,0,0,0,2013-05-22,Shreveport Seamen,17,Modesto Misanthropes,27
Martin,Van Buren,26,16,0,1,180,2013-05-29,Shreveport Seamen,16,Fremont Firebugs,14
Martin,Van Buren,25,15,0,3,200,2013-06-05,Shreveport Seamen,21,Montgomery Music,30
Martin,Van Buren,31,18,0,2,195,2013-06-12,Shreveport Seamen,20,Spokane Stallions,31
Martin,Van Buren,39,22,0,3,231,2013-06-19,Shreveport Seamen,32,Richmond Roustabouts,6
Martin,Van Buren,33,19,0,3,222,2013-06-26,Shreveport Seamen,31,Yonkers Yellowjackets,3
James,Garfield,24,15,0,2,156,2013-03-20,San Bernardino Stalkers,24,Tacoma Touchdown-Scorers,0
Gerry,Ford,2,0,1,0,0,2013-03-20,San Bernardino Stalkers,24,Tacoma Touchdown-Scorers,0
James,Garfield,39,25,1,4,321,2013-03-27,San Bernardino Stalkers,32,Glendale Centers,13
James,Garfield,20,13,0,2,165,2013-04-03,San Bernardino Stalkers,20,Des Moines Desperadoes,3
Gerry,Ford,8,3,1,0,22,2013-04-03,San Bernardino Stalkers,20,Des Moines Desperadoes,3
James,Garfield,29,19,0,1,195,2013-04-10,San Bernardino Stalkers,8,Augusta Autocrats,20
James,Garfield,29,20,0,3,243,2013-04-17,San Bernardino Stalkers,21,Grand Rapids Gamers,41
James,Garfield,32,19,0,2,216,2013-04-24,San Bernardino Stalkers,14,Huntington Beach Harriers,24
James,Garfield,21,10,0,1,138,2013-05-01,San Bernardino Stalkers,12,Mobile Misfits,28
Gerry,Ford,10,4,1,0,27,2013-05-01,San Bernardino Stalkers,12,Mobile Misfits,28
James,Garfield,25,16,0,2,192,2013-05-08,San Bernardino Stalkers,19,Boise Bearcats,27
James,Garfield,26,16,0,2,204,2013-05-15,San Bernardino Stalkers,23,Modesto Misanthropes,24
James,Garfield,20,10,0,1,114,2013-05-22,San Bernardino Stalkers,25,Fremont Firebugs,28
Gerry,Ford,8,3,1,1,27,2013-05-22,San Bernardino Stalkers,25,Fremont Firebugs,28
James,Garfield,38,23,0,2,294,2013-05-29,San Bernardino Stalkers,15,Montgomery Music,35
James,Garfield,30,15,0,3,202,2013-06-05,San Bernardino Stalkers,33,Spokane Stallions,16
James,Garfield,25,12,0,2,135,2013-06-12,San Bernardino Stalkers,19,Richmond Roustabouts,14
James,Garfield,21,11,0,2,122,2013-06-19,San Bernardino Stalkers,16,Yonkers Yellowjackets,27
Gerry,Ford,6,2,1,0,13,2013-06-19,San Bernardino Stalkers,16,Yonkers Yellowjackets,27
James,Garfield,21,14,0,2,188,2013-06-26,San Bernardino Stalkers,22,Shreveport Seamen,28
Gerry,Ford,6,1,1,1,7,2013-06-26,San Bernardino Stalkers,22,Shreveport Seamen,28
Abe,Lincoln,28,20,0,4,291,2013-03-20,Tacoma Touchdown-Scorers,31,Glendale Centers,37
Abe,Lincoln,39,24,0,2,265,2013-03-27,Tacoma Touchdown-Scorers,19,Des Moines Desperadoes,44
Abe,Lincoln,29,21,0,4,279,2013-04-03,Tacoma Touchdown-Scorers,37,Augusta Autocrats,35
Abe,Lincoln,29,20,0,3,309,2013-04-10,Tacoma Touchdown-Scorers,35,Grand Rapids Gamers,9
Bill,Clinton,7,3,0,1,30,2013-04-10,Tacoma Touchdown-Scorers,35,Grand Rapids Gamers,9
Abe,Lincoln,37,24,0,4,353,2013-04-17,Tacoma Touchdown-Scorers,39,Huntington Beach Harriers,20
Bill,Clinton,1,0,0,0,0,2013-04-17,Tacoma Touchdown-Scorers,39,Huntington Beach Harriers,20
Abe,Lincoln,32,19,0,2,214,2013-04-24,Tacoma Touchdown-Scorers,17,Mobile Misfits,21
Bill,Clinton,5,2,0,0,21,2013-04-24,Tacoma Touchdown-Scorers,17,Mobile Misfits,21
Abe,Lincoln,35,21,0,4,321,2013-05-01,Tacoma Touchdown-Scorers,29,Boise Bearcats,23
Abe,Lincoln,22,12,0,2,156,2013-05-08,Tacoma Touchdown-Scorers,29,Modesto Misanthropes,44
Bill,Clinton,14,5,0,1,50,2013-05-08,Tacoma Touchdown-Scorers,29,Modesto Misanthropes,44
Abe,Lincoln,32,18,0,3,258,2013-05-15,Tacoma Touchdown-Scorers,28,Fremont Firebugs,31
Abe,Lincoln,39,28,1,5,428,2013-05-22,Tacoma Touchdown-Scorers,36,Montgomery Music,28
Abe,Lincoln,30,20,0,4,273,2013-05-29,Tacoma Touchdown-Scorers,37,Spokane Stallions,3
Abe,Lincoln,30,17,0,3,242,2013-06-05,Tacoma Touchdown-Scorers,30,Richmond Roustabouts,44
Abe,Lincoln,33,22,0,2,248,2013-06-12,Tacoma Touchdown-Scorers,14,Yonkers Yellowjackets,31
Abe,Lincoln,26,18,0,3,239,2013-06-19,Tacoma Touchdown-Scorers,29,Shreveport Seamen,44
Abe,Lincoln,36,21,0,4,296,2013-06-26,Tacoma Touchdown-Scorers,30,San Bernardino Stalkers,30
Andy,Jackson,28,18,0,3,278,2013-03-20,Glendale Centers,40,Des Moines Desperadoes,24
Franklin,Roosevelt,4,3,0,1,43,2013-03-20,Glendale Centers,40,Des Moines Desperadoes,24
Andy,Jackson,33,20,0,3,272,2013-03-27,Glendale Centers,33,Augusta Autocrats,10
Andy,Jackson,38,27,0,5,427,2013-04-03,Glendale Centers,36,Grand Rapids Gamers,23
Andy,Jackson,26,18,0,3,223,2013-04-10,Glendale Centers,28,Huntington Beach Harriers,7
Andy,Jackson,20,15,0,3,221,2013-04-17,Glendale Centers,39,Mobile Misfits,7
Franklin,Roosevelt,8,5,0,2,93,2013-04-17,Glendale Centers,39,Mobile Misfits,7
Andy,Jackson,27,15,0,2,181,2013-04-24,Glendale Centers,21,Boise Bearcats,13
Franklin,Roosevelt,5,3,0,0,49,2013-04-24,Glendale Centers,21,Boise Bearcats,13
Andy,Jackson,32,19,0,3,244,2013-05-01,Glendale Centers,30,Modesto Misanthropes,3
Andy,Jackson,25,19,0,3,309,2013-05-08,Glendale Centers,22,Fremont Firebugs,24
Andy,Jackson,26,19,0,3,293,2013-05-15,Glendale Centers,32,Montgomery Music,28
Andy,Jackson,39,22,0,5,344,2013-05-22,Glendale Centers,38,Spokane Stallions,24
Andy,Jackson,30,21,0,2,242,2013-05-29,Glendale Centers,21,Richmond Roustabouts,30
Andy,Jackson,31,18,0,3,276,2013-06-05,Glendale Centers,35,Yonkers Yellowjackets,34
Franklin,Roosevelt,6,4,0,2,76,2013-06-05,Glendale Centers,35,Yonkers Yellowjackets,34
Andy,Jackson,25,18,0,2,236,2013-06-12,Glendale Centers,21,Shreveport Seamen,35
Andy,Jackson,37,23,0,5,354,2013-06-19,Glendale Centers,42,San Bernardino Stalkers,23
Andy,Jackson,34,25,0,4,374,2013-06-26,Glendale Centers,40,Tacoma Touchdown-Scorers,35
Franklin,Roosevelt,3,2,0,0,34,2013-06-26,Glendale Centers,40,Tacoma Touchdown-Scorers,35
John,Tyler,35,13,1,1,72,2013-03-20,Des Moines Desperadoes,7,Augusta Autocrats,13
John,Tyler,18,8,1,1,45,2013-03-27,Des Moines Desperadoes,11,Grand Rapids Gamers,17
John,Adams,9,2,1,0,10,2013-03-27,Des Moines Desperadoes,11,Grand Rapids Gamers,17
John,Tyler,24,10,1,0,59,2013-04-03,Des Moines Desperadoes,5,Huntington Beach Harriers,14
John,Adams,11,3,1,0,14,2013-04-03,Des Moines Desperadoes,5,Huntington Beach Harriers,14
John,Tyler,30,13,1,1,71,2013-04-10,Des Moines Desperadoes,13,Mobile Misfits,37
John,Tyler,27,8,1,0,58,2013-04-17,Des Moines Desperadoes,6,Boise Bearcats,28
John,Adams,3,0,1,0,0,2013-04-17,Des Moines Desperadoes,6,Boise Bearcats,28
John,Tyler,34,12,1,1,91,2013-04-24,Des Moines Desperadoes,19,Modesto Misanthropes,41
John,Tyler,25,10,1,0,61,2013-05-01,Des Moines Desperadoes,7,Fremont Firebugs,10
John,Tyler,30,8,1,0,46,2013-05-08,Des Moines Desperadoes,12,Montgomery Music,23
John,Tyler,25,10,1,1,77,2013-05-15,Des Moines Desperadoes,15,Spokane Stallions,13
John,Adams,9,3,1,1,14,2013-05-15,Des Moines Desperadoes,15,Spokane Stallions,13
John,Tyler,18,7,1,0,52,2013-05-22,Des Moines Desperadoes,13,Richmond Roustabouts,13
John,Adams,7,1,1,1,4,2013-05-22,Des Moines Desperadoes,13,Richmond Roustabouts,13
John,Tyler,27,7,1,1,43,2013-05-29,Des Moines Desperadoes,14,Yonkers Yellowjackets,3
John,Adams,8,2,1,0,9,2013-05-29,Des Moines Desperadoes,14,Yonkers Yellowjackets,3
John,Tyler,21,8,1,1,55,2013-06-05,Des Moines Desperadoes,8,Shreveport Seamen,0
John,Adams,5,1,1,0,4,2013-06-05,Des Moines Desperadoes,8,Shreveport Seamen,0
John,Tyler,18,8,1,0,48,2013-06-12,Des Moines Desperadoes,3,San Bernardino Stalkers,44
John,Adams,11,3,1,0,12,2013-06-12,Des Moines Desperadoes,3,San Bernardino Stalkers,44
John,Tyler,27,8,1,0,48,2013-06-19,Des Moines Desperadoes,11,Tacoma Touchdown-Scorers,41
John,Adams,8,2,1,0,8,2013-06-19,Des Moines Desperadoes,11,Tacoma Touchdown-Scorers,41
John,Tyler,21,9,1,0,63,2013-06-26,Des Moines Desperadoes,18,Glendale Centers,16
John,Adams,11,4,1,1,19,2013-06-26,Des Moines Desperadoes,18,Glendale Centers,16
James,Madison,31,23,0,5,333,2013-03-20,Augusta Autocrats,39,Grand Rapids Gamers,7
James,Madison,22,15,0,4,249,2013-03-27,Augusta Autocrats,32,Huntington Beach Harriers,34
Ben,Harrison,11,7,0,0,95,2013-03-27,Augusta Autocrats,32,Huntington Beach Harriers,34
James,Madison,33,21,0,4,361,2013-04-03,Augusta Autocrats,40,Mobile Misfits,34
James,Madison,36,22,0,4,275,2013-04-10,Augusta Autocrats,37,Boise Bearcats,35
James,Madison,29,21,0,4,359,2013-04-17,Augusta Autocrats,38,Modesto Misanthropes,23
James,Madison,38,27,0,5,436,2013-04-24,Augusta Autocrats,39,Fremont Firebugs,35
James,Madison,33,22,0,4,293,2013-05-01,Augusta Autocrats,31,Montgomery Music,44
James,Madison,36,26,0,5,374,2013-05-08,Augusta Autocrats,37,Spokane Stallions,41
James,Madison,39,25,0,5,414,2013-05-15,Augusta Autocrats,36,Richmond Roustabouts,41
James,Madison,31,21,0,4,315,2013-05-22,Augusta Autocrats,35,Yonkers Yellowjackets,41
James,Madison,37,28,0,4,357,2013-05-29,Augusta Autocrats,32,Shreveport Seamen,35
James,Madison,35,24,0,4,315,2013-06-05,Augusta Autocrats,29,San Bernardino Stalkers,44
James,Madison,25,18,0,2,226,2013-06-12,Augusta Autocrats,25,Tacoma Touchdown-Scorers,34
Ben,Harrison,1,0,0,0,0,2013-06-12,Augusta Autocrats,25,Tacoma Touchdown-Scorers,34
James,Madison,32,25,0,4,335,2013-06-19,Augusta Autocrats,35,Glendale Centers,31
James,Madison,30,20,0,3,286,2013-06-26,Augusta Autocrats,27,Des Moines Desperadoes,34
Ike,Eisenhower,27,17,0,1,164,2013-03-20,Grand Rapids Gamers,29,Huntington Beach Harriers,35
James,Monroe,8,5,0,2,77,2013-03-20,Grand Rapids Gamers,29,Huntington Beach Harriers,35
Ike,Eisenhower,24,16,0,3,206,2013-03-27,Grand Rapids Gamers,23,Mobile Misfits,17
James,Monroe,3,2,0,0,36,2013-03-27,Grand Rapids Gamers,23,Mobile Misfits,17
Ike,Eisenhower,25,12,0,2,156,2013-04-03,Grand Rapids Gamers,20,Boise Bearcats,16
James,Monroe,7,5,0,0,72,2013-04-03,Grand Rapids Gamers,20,Boise Bearcats,16
Ike,Eisenhower,27,15,0,2,176,2013-04-10,Grand Rapids Gamers,24,Modesto Misanthropes,38
Ike,Eisenhower,24,14,0,1,159,2013-04-17,Grand Rapids Gamers,22,Fremont Firebugs,17
James,Monroe,3,2,0,1,33,2013-04-17,Grand Rapids Gamers,22,Fremont Firebugs,17
Ike,Eisenhower,26,13,0,1,133,2013-04-24,Grand Rapids Gamers,16,Montgomery Music,27
James,Monroe,1,0,0,0,0,2013-04-24,Grand Rapids Gamers,16,Montgomery Music,27
Ike,Eisenhower,19,10,0,1,122,2013-05-01,Grand Rapids Gamers,16,Spokane Stallions,41
James,Monroe,7,5,0,1,68,2013-05-01,Grand Rapids Gamers,16,Spokane Stallions,41
Ike,Eisenhower,37,20,0,2,210,2013-05-08,Grand Rapids Gamers,18,Richmond Roustabouts,3
Ike,Eisenhower,33,19,0,2,183,2013-05-15,Grand Rapids Gamers,22,Yonkers Yellowjackets,3
Ike,Eisenhower,29,16,0,1,165,2013-05-22,Grand Rapids Gamers,13,Shreveport Seamen,3
Ike,Eisenhower,24,12,0,1,131,2013-05-29,Grand Rapids Gamers,28,San Bernardino Stalkers,3
James,Monroe,12,9,0,2,144,2013-05-29,Grand Rapids Gamers,28,San Bernardino Stalkers,3
Ike,Eisenhower,29,15,0,1,179,2013-06-05,Grand Rapids Gamers,13,Tacoma Touchdown-Scorers,28
Ike,Eisenhower,29,17,0,2,205,2013-06-12,Grand Rapids Gamers,22,Glendale Centers,34
James,Monroe,3,2,0,1,28,2013-06-12,Grand Rapids Gamers,22,Glendale Centers,34
Ike,Eisenhower,27,16,0,3,218,2013-06-19,Grand Rapids Gamers,26,Des Moines Desperadoes,6
Ike,Eisenhower,37,23,0,2,240,2013-06-26,Grand Rapids Gamers,17,Augusta Autocrats,21
Harry,Truman,39,31,0,7,502,2013-03-20,Huntington Beach Harriers,56,Mobile Misfits,7
Harry,Truman,17,14,0,4,264,2013-03-27,Huntington Beach Harriers,45,Boise Bearcats,28
Teddy,Roosevelt,10,5,0,1,58,2013-03-27,Huntington Beach Harriers,45,Boise Bearcats,28
Harry,Truman,28,22,0,5,392,2013-04-03,Huntington Beach Harriers,47,Modesto Misanthropes,3
Harry,Truman,32,22,0,6,414,2013-04-10,Huntington Beach Harriers,61,Fremont Firebugs,17
Teddy,Roosevelt,5,2,0,1,27,2013-04-10,Huntington Beach Harriers,61,Fremont Firebugs,17
Harry,Truman,25,20,0,4,349,2013-04-17,Huntington Beach Harriers,28,Montgomery Music,13
Harry,Truman,25,16,0,3,227,2013-04-24,Huntington Beach Harriers,37,Spokane Stallions,7
Teddy,Roosevelt,13,8,0,2,105,2013-04-24,Huntington Beach Harriers,37,Spokane Stallions,7
Harry,Truman,33,24,0,5,362,2013-05-01,Huntington Beach Harriers,45,Richmond Roustabouts,24
Teddy,Roosevelt,2,1,0,0,11,2013-05-01,Huntington Beach Harriers,45,Richmond Roustabouts,24
Harry,Truman,35,25,0,7,454,2013-05-08,Huntington Beach Harriers,49,Yonkers Yellowjackets,31
Harry,Truman,19,14,0,4,238,2013-05-15,Huntington Beach Harriers,39,Shreveport Seamen,41
Teddy,Roosevelt,10,5,0,1,62,2013-05-15,Huntington Beach Harriers,39,Shreveport Seamen,41
Harry,Truman,34,24,0,6,370,2013-05-22,Huntington Beach Harriers,52,San Bernardino Stalkers,44
Harry,Truman,30,22,0,5,301,2013-05-29,Huntington Beach Harriers,47,Tacoma Touchdown-Scorers,0
Harry,Truman,30,23,0,5,323,2013-06-05,Huntington Beach Harriers,35,Glendale Centers,21
Harry,Truman,36,26,0,4,361,2013-06-12,Huntington Beach Harriers,38,Des Moines Desperadoes,13
